group_id,neuron_1,neuron_2,similarity,group_size,n_target_mns,total_synapses
3,720575941399253283,7.205759415572941e+17,0.9545582906650443,2,1,95
4,720575941402032240,7.205759415941604e+17,0.9780555890389704,2,13,1369
10,720575941407795118,7.2057594151562e+17,0.9761906737869575,2,11,1047
17,720575941413308561,7.205759415241875e+17,0.9564125359062502,2,1,62
30,720575941430294703,7.205759415645303e+17,0.9603090201628816,2,2,177
38,720575941433406752,7.205759414387483e+17,0.9599496052808584,2,2,222
40,720575941435780114,7.205759416562528e+17,0.9529645532227513,2,1,78
46,720575941437526869,7.205759415931895e+17,0.9771005204204439,2,1,67
47,720575941437603669,7.205759415516328e+17,0.9623715679564039,2,5,435
54,720575941438729919,7.205759416056027e+17,0.9579780041490813,2,4,413
55,720575941438935131,7.205759414334067e+17,0.9560791178949117,2,1,126
62,720575941445311658,7.205759414376037e+17,0.9588542996163683,2,3,210
73,720575941450477225,7.205759415018486e+17,0.9622392834598129,2,1,78
75,720575941452198707,7.205759414793693e+17,0.9838420511816108,2,1,255
76,720575941452199475,7.205759414521987e+17,0.9814899243672427,2,1,248
85,720575941456340895,7.205759415534792e+17,0.9600157538865544,2,1,121
87,720575941457073478,7.205759414887329e+17,0.9607448101426542,2,3,276
90,720575941457979039,7.205759415168421e+17,0.9631344675663565,2,1,186
97,720575941459514512,7.205759415362943e+17,0.9544681363748121,2,2,208
98,720575941460235152,7.205759415540493e+17,0.9754987994762117,2,13,1479
99,720575941461076493,7.205759414744596e+17,0.9604366126730636,2,1,134
107,720575941468245879,7.205759415534792e+17,0.9566552384995894,2,1,138
111,720575941468725259,7.205759417299802e+17,0.9805557603830092,2,4,297
113,720575941469045824,7.205759415732556e+17,0.962371938928432,2,2,208
