source,target,weight,neuropil,nt_type,target_total_input,shrec_score,target_cluster,target_function
720575941350890544,720575941489038311,3,VNC_WTct_R,,205,1.4634146341463417,3,power_control
720575941350890544,720575941563316022,3,VNC_unassigned_R,,343,0.8746355685131195,4,steering_control
720575941350890544,720575941567030516,2,VNC_IntTct_R,,169,1.183431952662722,1,power_control
720575941350890544,720575941567030516,2,VNC_NTct_R,,169,1.183431952662722,1,power_control
720575941350890544,720575941579017337,3,VNC_IntTct_R,,210,1.4285714285714286,4,steering_control
720575941352918576,720575941449942877,7,VNC_T2_MesoNm_L,,108,6.481481481481481,1,power_control
720575941352918576,720575941449942877,2,VNC_unassigned_L,,108,1.8518518518518516,1,power_control
720575941352918576,720575941533786906,1,VNC_AMNp_R,,162,0.6172839506172839,1,power_control
720575941352918576,720575941533786906,7,VNC_T2_MesoNm_R,,162,4.320987654320987,1,power_control
720575941352918576,720575941533786906,2,VNC_WTct_R,,162,1.2345679012345678,1,power_control
720575941352918576,720575941533786906,2,VNC_unassigned_R,,162,1.2345679012345678,1,power_control
720575941352918576,720575941555938899,1,VNC_AMNp_R,,39,2.564102564102564,1,power_control
720575941352918576,720575941555938899,1,VNC_T1_ProNm_R,,39,2.564102564102564,1,power_control
720575941352918576,720575941555938899,3,VNC_WTct_R,,39,7.6923076923076925,1,power_control
720575941352918576,720575941555938899,1,VNC_unassigned_R,,39,2.564102564102564,1,power_control
720575941352918576,720575941578793809,4,VNC_AMNp_L,,94,4.25531914893617,3,power_control
720575941352918576,720575941578793809,1,VNC_T2_MesoNm_L,,94,1.0638297872340425,3,power_control
720575941352918576,720575941626286474,5,VNC_AMNp_R,,112,4.464285714285714,3,power_control
720575941390308246,720575941491651559,2,VNC_IntTct_R,,162,1.2345679012345678,5,steering_control
720575941390308246,720575941491651559,5,VNC_NTct_R,,162,3.0864197530864197,5,steering_control
720575941390308246,720575941546335676,3,VNC_WTct_R,,546,0.5494505494505495,5,steering_control
720575941392812548,720575941414508948,22,VNC_IntTct_L,,2237,0.9834599910594547,3,power_control
720575941392812548,720575941447013813,4,VNC_HTct_L,,962,0.4158004158004158,5,steering_control
720575941392812548,720575941459514512,5,VNC_HTct_L,,755,0.6622516556291391,5,steering_control
720575941392812548,720575941464073558,6,VNC_IntTct_L,,785,0.7643312101910829,5,steering_control
720575941392812548,720575941465484566,22,VNC_HTct_L,,2567,0.8570315543435918,2,steering_control
720575941392812548,720575941465484566,19,VNC_IntTct_L,,2567,0.7401636151149201,2,steering_control
720575941392812548,720575941469724125,19,VNC_IntTct_L,,1594,1.1919698870765372,5,steering_control
720575941392812548,720575941472042282,3,VNC_IntTct_L,,143,2.097902097902098,1,power_control
720575941392812548,720575941490785712,2,VNC_IntTct_L,,234,0.8547008547008548,5,steering_control
720575941392812548,720575941490785712,1,VNC_WTct_L,,234,0.4273504273504274,5,steering_control
720575941392812548,720575941501786930,3,VNC_HTct_L,,434,0.6912442396313364,5,steering_control
720575941392812548,720575941515936505,4,VNC_IntTct_L,,938,0.42643923240938164,3,power_control
720575941392812548,720575941520333047,9,VNC_HTct_L,,936,0.9615384615384616,5,steering_control
720575941392812548,720575941520333047,9,VNC_IntTct_L,,936,0.9615384615384616,5,steering_control
720575941392812548,720575941534709482,7,VNC_HTct_L,,344,2.0348837209302326,4,steering_control
720575941392812548,720575941549386239,2,VNC_IntTct_L,,409,0.4889975550122249,2,steering_control
720575941392812548,720575941561320493,12,VNC_HTct_L,,342,3.508771929824561,4,steering_control
720575941392812548,720575941572251144,45,VNC_HTct_L,,3255,1.3824884792626728,2,steering_control
720575941392812548,720575941572251144,17,VNC_IntTct_L,,3255,0.522273425499232,2,steering_control
720575941392812548,720575941579868917,10,VNC_IntTct_L,,1745,0.5730659025787965,5,steering_control
720575941392812548,720575941600259369,5,VNC_IntTct_L,,845,0.591715976331361,3,power_control
720575941392812548,720575941601088441,21,VNC_HTct_L,,891,2.356902356902357,5,steering_control
720575941392812548,720575941611080010,13,VNC_HTct_L,,2397,0.5423445974134334,4,steering_control
720575941392812548,720575941621630716,4,VNC_HTct_L,,407,0.9828009828009828,4,steering_control
720575941392812548,720575941630748859,28,VNC_HTct_L,,1573,1.7800381436745074,2,steering_control
720575941392812548,720575941678358973,8,VNC_HTct_L,,1622,0.4932182490752158,4,steering_control
720575941394119830,720575941436996882,4,VNC_LTct_R,,766,0.5221932114882507,5,steering_control
720575941394119830,720575941449617230,3,VNC_LTct_R,,655,0.45801526717557256,5,steering_control
720575941394119830,720575941457431280,4,VNC_IntTct_R,,815,0.49079754601227,5,steering_control
720575941394119830,720575941575691624,3,VNC_AMNp_R,,690,0.43478260869565216,4,steering_control
720575941394119830,720575941625907769,6,VNC_T2_MesoNm_R,,1473,0.40733197556008144,5,steering_control
720575941394131094,720575941556251556,2,VNC_HTct_R,,227,0.881057268722467,5,steering_control
720575941394131094,720575941556251556,1,VNC_WTct_R,,227,0.4405286343612335,5,steering_control
720575941400285475,720575941547226248,6,VNC_NTct_L,,653,0.9188361408882083,5,steering_control
720575941400285475,720575941579868917,45,VNC_NTct_L,,1745,2.5787965616045847,5,steering_control
720575941401753635,720575941430842209,6,VNC_HTct_L,,134,4.477611940298507,2,steering_control
720575941401753635,720575941473850720,6,VNC_IntTct_L,,1212,0.49504950495049505,5,steering_control
720575941401753635,720575941474437681,4,VNC_HTct_L,,297,1.3468013468013467,5,steering_control
720575941401753635,720575941496284489,3,VNC_HTct_R,,251,1.1952191235059761,4,steering_control
720575941401753635,720575941526718564,1,VNC_ANm_L,,111,0.9009009009009009,5,steering_control
720575941401753635,720575941526718564,1,VNC_HTct_L,,111,0.9009009009009009,5,steering_control
720575941401753635,720575941526718564,1,VNC_T3_MetaNm_L,,111,0.9009009009009009,5,steering_control
720575941401753635,720575941552622398,5,VNC_HTct_R,,210,2.380952380952381,5,steering_control
720575941401753635,720575941565459095,1,VNC_HTct_R,,196,0.5102040816326531,5,steering_control
720575941401753635,720575941565459095,2,VNC_WTct_L,,196,1.0204081632653061,5,steering_control
720575941401753635,720575941595972465,5,VNC_HTct_L,,139,3.597122302158273,4,steering_control
720575941401753635,720575941595972465,2,VNC_WTct_L,,139,1.4388489208633095,4,steering_control
720575941401753635,720575941668725169,6,VNC_HTct_L,,904,0.6637168141592921,5,steering_control
720575941401753635,720575941684876527,3,VNC_HTct_L,,218,1.3761467889908259,5,steering_control
720575941401766435,720575941523112439,13,VNC_T1_ProNm_L,,860,1.5116279069767442,5,steering_control
720575941401766435,720575941619873663,4,VNC_T1_ProNm_L,,920,0.43478260869565216,2,steering_control
720575941401786403,720575941429556655,6,VNC_IntTct_R,,1452,0.4132231404958678,5,steering_control
720575941401786403,720575941464768790,7,VNC_IntTct_R,,723,0.9681881051175657,5,steering_control
720575941401786403,720575941464768790,5,VNC_NTct_R,,723,0.6915629322268326,5,steering_control
720575941401786403,720575941553313434,5,VNC_HTct_R,,167,2.9940119760479043,2,steering_control
720575941401786403,720575941557294095,3,VNC_IntTct_R,,479,0.6263048016701461,2,steering_control
720575941401814307,720575941613448668,80,VNC_T2_MesoNm_R,,3300,2.4242424242424243,5,steering_control
720575941401814307,720575941625963419,6,VNC_T2_MesoNm_R,,1186,0.5059021922428331,5,steering_control
720575941404813680,720575941492308606,3,VNC_IntTct_R,,529,0.5671077504725899,2,steering_control
720575941404981360,720575941581648479,3,VNC_HTct_L,,98,3.061224489795918,5,steering_control
720575941405473327,720575941456678893,4,VNC_WTct_L,,924,0.4329004329004329,5,steering_control
720575941405473327,720575941498935777,6,VNC_WTct_L,,1338,0.4484304932735426,5,steering_control
720575941405473327,720575941498935777,6,VNC_unassigned_L,,1338,0.4484304932735426,5,steering_control
720575941407841071,720575941414508948,11,VNC_IntTct_R,,2237,0.49172999552972735,3,power_control
720575941407841071,720575941429556655,10,VNC_IntTct_R,,1452,0.6887052341597797,5,steering_control
720575941407841071,720575941457802480,9,VNC_LTct_L,,1611,0.5586592178770949,5,steering_control
720575941407841071,720575941457802480,8,VNC_LTct_R,,1611,0.4965859714463066,5,steering_control
720575941407841071,720575941458790726,1,VNC_IntTct_R,,224,0.4464285714285714,4,steering_control
720575941407841071,720575941458790726,1,VNC_LTct_R,,224,0.4464285714285714,4,steering_control
720575941407841071,720575941458790726,1,VNC_T2_MesoNm_R,,224,0.4464285714285714,4,steering_control
720575941407841071,720575941469724125,7,VNC_IntTct_L,,1594,0.43914680050188204,5,steering_control
720575941407841071,720575941469724125,8,VNC_IntTct_R,,1594,0.5018820577164366,5,steering_control
720575941407841071,720575941469724125,13,VNC_T1_ProNm_R,,1594,0.8155583437892095,5,steering_control
720575941407841071,720575941474437681,4,VNC_IntTct_R,,297,1.3468013468013467,5,steering_control
720575941407841071,720575941474437681,3,VNC_LTct_L,,297,1.0101010101010102,5,steering_control
720575941407841071,720575941474437681,6,VNC_LTct_R,,297,2.0202020202020203,5,steering_control
720575941407841071,720575941488475598,3,VNC_IntTct_R,,276,1.0869565217391304,4,steering_control
720575941407841071,720575941488475598,6,VNC_LTct_R,,276,2.1739130434782608,4,steering_control
720575941407841071,720575941488475598,3,VNC_T2_MesoNm_R,,276,1.0869565217391304,4,steering_control
720575941407841071,720575941490833072,3,VNC_LTct_L,,293,1.023890784982935,4,steering_control
720575941407841071,720575941515936505,14,VNC_IntTct_R,,938,1.4925373134328357,3,power_control
720575941407841071,720575941515936505,5,VNC_LTct_L,,938,0.5330490405117271,3,power_control
720575941407841071,720575941515936505,16,VNC_LTct_R,,938,1.7057569296375266,3,power_control
720575941407841071,720575941515936505,4,VNC_T2_MesoNm_L,,938,0.42643923240938164,3,power_control
720575941407841071,720575941515936505,11,VNC_T2_MesoNm_R,,938,1.1727078891257996,3,power_control
720575941407841071,720575941516784494,2,VNC_IntTct_R,,469,0.42643923240938164,5,steering_control
720575941407841071,720575941516784494,2,VNC_LTct_L,,469,0.42643923240938164,5,steering_control
720575941407841071,720575941516784494,2,VNC_LTct_R,,469,0.42643923240938164,5,steering_control
720575941407841071,720575941516784494,2,VNC_T2_MesoNm_L,,469,0.42643923240938164,5,steering_control
720575941407841071,720575941521031927,3,VNC_IntTct_R,,329,0.911854103343465,5,steering_control
720575941407841071,720575941521031927,3,VNC_LTct_L,,329,0.911854103343465,5,steering_control
720575941407841071,720575941522089463,5,VNC_LTct_L,,877,0.5701254275940707,5,steering_control
720575941407841071,720575941522089463,8,VNC_LTct_R,,877,0.9122006841505131,5,steering_control
720575941407841071,720575941523100491,4,VNC_LTct_R,,860,0.46511627906976744,5,steering_control
720575941407841071,720575941576941045,4,VNC_IntTct_R,,608,0.6578947368421052,4,steering_control
720575941407841071,720575941576941045,4,VNC_LTct_L,,608,0.6578947368421052,4,steering_control
720575941407841071,720575941576941045,8,VNC_LTct_R,,608,1.3157894736842104,4,steering_control
720575941407841071,720575941595021681,4,VNC_IntTct_L,,506,0.7905138339920948,5,steering_control
720575941407841071,720575941595021681,3,VNC_IntTct_R,,506,0.592885375494071,5,steering_control
720575941407841071,720575941600259369,5,VNC_IntTct_R,,845,0.591715976331361,3,power_control
720575941407841071,720575941600259369,5,VNC_LTct_R,,845,0.591715976331361,3,power_control
720575941407841071,720575941600259369,8,VNC_T2_MesoNm_R,,845,0.9467455621301776,3,power_control
720575941407841071,720575941630933947,3,VNC_IntTct_R,,704,0.4261363636363636,4,steering_control
720575941407841071,720575941630933947,6,VNC_LTct_L,,704,0.8522727272727272,4,steering_control
720575941407841071,720575941630933947,4,VNC_LTct_R,,704,0.5681818181818182,4,steering_control
720575941407841071,720575941636281205,6,VNC_LTct_L,,673,0.8915304606240713,5,steering_control
720575941407841071,720575941663099516,4,VNC_LTct_R,,343,1.1661807580174928,5,steering_control
720575941408508078,720575941433448224,12,VNC_IntTct_R,,600,2.0,5,steering_control
720575941408508078,720575941433448224,3,VNC_LTct_R,,600,0.5,5,steering_control
720575941408508078,720575941438659551,4,VNC_ANm_R,,322,1.2422360248447204,2,steering_control
720575941408508078,720575941438659551,14,VNC_T3_MetaNm_R,,322,4.3478260869565215,2,steering_control
720575941408508078,720575941518439347,4,VNC_IntTct_R,,183,2.185792349726776,5,steering_control
720575941408508078,720575941563920999,28,VNC_IntTct_R,,1156,2.422145328719723,5,steering_control
720575941408508078,720575941563920999,6,VNC_LTct_R,,1156,0.5190311418685121,5,steering_control
720575941408508078,720575941563920999,13,VNC_T2_MesoNm_R,,1156,1.124567474048443,5,steering_control
720575941408508078,720575941566431286,5,VNC_T3_MetaNm_R,,122,4.098360655737705,2,steering_control
720575941408508078,720575941575512424,2,VNC_AMNp_R,,237,0.8438818565400843,5,steering_control
720575941408508078,720575941575512424,6,VNC_IntTct_R,,237,2.5316455696202533,5,steering_control
720575941408508078,720575941575512424,1,VNC_LTct_R,,237,0.42194092827004215,5,steering_control
720575941408508078,720575941623067338,17,VNC_LTct_R,,507,3.353057199211045,5,steering_control
720575941408508078,720575941623439754,3,VNC_T3_MetaNm_R,,49,6.122448979591836,5,steering_control
720575941408508078,720575941625963419,36,VNC_IntTct_R,,1186,3.0354131534569984,5,steering_control
720575941408508078,720575941625963419,12,VNC_LTct_R,,1186,1.0118043844856661,5,steering_control
720575941408508078,720575941662295352,3,VNC_ANm_R,,150,2.0,2,steering_control
720575941408508078,720575941662295352,7,VNC_T3_MetaNm_R,,150,4.666666666666667,2,steering_control
720575941408535343,720575941600259369,4,VNC_T2_MesoNm_L,,845,0.4733727810650888,3,power_control
720575941408639535,720575941498948425,3,VNC_WTct_L,,526,0.5703422053231939,3,power_control
720575941408639535,720575941504456386,3,VNC_WTct_L,,264,1.1363636363636365,1,power_control
720575941408639535,720575941521485643,3,VNC_WTct_L,,295,1.0169491525423728,1,power_control
720575941408639535,720575941553418724,3,VNC_WTct_L,,305,0.9836065573770493,1,power_control
720575941408639535,720575941571427323,4,VNC_WTct_L,,380,1.0526315789473684,3,power_control
720575941408661934,720575941429439959,50,VNC_IntTct_L,,2000,2.5,5,steering_control
720575941408661934,720575941429439959,15,VNC_LTct_L,,2000,0.75,5,steering_control
720575941408661934,720575941519213016,12,VNC_IntTct_L,,1301,0.9223674096848578,1,power_control
720575941408661934,720575941535047690,13,VNC_IntTct_L,,1366,0.951683748169839,5,steering_control
720575941408661934,720575941568855540,1,VNC_T3_MetaNm_L,,137,0.7299270072992701,5,steering_control
720575941408661934,720575941568855540,2,VNC_unassigned_L,,137,1.4598540145985401,5,steering_control
720575941409225902,720575941552643390,19,VNC_AMNp_L,,819,2.31990231990232,4,steering_control
720575941409225902,720575941575691624,4,VNC_AMNp_L,,690,0.5797101449275363,4,steering_control
720575941409225902,720575941619873663,9,VNC_IntTct_L,,920,0.9782608695652175,2,steering_control
720575941409225902,720575941619873663,11,VNC_T1_ProNm_L,,920,1.1956521739130435,2,steering_control
720575941411212715,720575941439017423,6,VNC_HTct_L,,1089,0.5509641873278237,5,steering_control
720575941411212715,720575941456678893,22,VNC_NTct_L,,924,2.380952380952381,5,steering_control
720575941411212715,720575941474394673,3,VNC_HTct_L,,168,1.7857142857142856,4,steering_control
720575941411212715,720575941485422221,4,VNC_WTct_L,,634,0.6309148264984227,5,steering_control
720575941411212715,720575941500845035,3,VNC_WTct_L,,245,1.2244897959183674,5,steering_control
720575941411212715,720575941500995051,6,VNC_WTct_L,,337,1.7804154302670623,5,steering_control
720575941411212715,720575941500995051,2,VNC_unassigned_L,,337,0.5934718100890208,5,steering_control
720575941411212715,720575941503499755,13,VNC_HTct_L,,259,5.019305019305019,5,steering_control
720575941411212715,720575941503499755,7,VNC_WTct_L,,259,2.7027027027027026,5,steering_control
720575941411212715,720575941513033219,9,VNC_HTct_L,,138,6.521739130434782,5,steering_control
720575941411212715,720575941513033219,4,VNC_IntTct_L,,138,2.898550724637681,5,steering_control
720575941411212715,720575941513033219,6,VNC_WTct_L,,138,4.3478260869565215,5,steering_control
720575941411212715,720575941579868917,13,VNC_NTct_L,,1745,0.7449856733524355,5,steering_control
720575941411212715,720575941594213927,1,VNC_HTct_L,,104,0.9615384615384616,5,steering_control
720575941411212715,720575941594213927,2,VNC_WTct_L,,104,1.9230769230769231,5,steering_control
720575941411212715,720575941656239440,8,VNC_HTct_L,,193,4.145077720207254,3,power_control
720575941411212715,720575941656239440,1,VNC_WTct_L,,193,0.5181347150259068,3,power_control
720575941411441323,720575941399264291,2,VNC_IntTct_L,,25,8.0,1,power_control
720575941411441323,720575941399264291,1,VNC_NTct_L,,25,4.0,1,power_control
720575941411441323,720575941399264291,3,VNC_WTct_L,,25,12.0,1,power_control
720575941411441323,720575941404452720,2,VNC_IntTct_L,,277,0.7220216606498195,5,steering_control
720575941411441323,720575941412443540,4,VNC_IntTct_L,,416,0.9615384615384616,2,steering_control
720575941411441323,720575941412445332,5,VNC_WTct_R,,53,9.433962264150944,3,power_control
720575941411441323,720575941413872924,2,VNC_HTct_R,,185,1.0810810810810811,5,steering_control
720575941411441323,720575941413872924,1,VNC_WTct_R,,185,0.5405405405405406,5,steering_control
720575941411441323,720575941413920540,4,VNC_HTct_R,,204,1.9607843137254901,5,steering_control
720575941411441323,720575941414326161,3,VNC_IntTct_L,,343,0.8746355685131195,5,steering_control
720575941411441323,720575941429324641,3,VNC_HTct_L,,37,8.108108108108109,5,steering_control
720575941411441323,720575941432778638,10,VNC_IntTct_R,,93,10.75268817204301,1,power_control
720575941411441323,720575941432778638,4,VNC_WTct_R,,93,4.301075268817205,1,power_control
720575941411441323,720575941440620123,1,VNC_NTct_R,,50,2.0,1,power_control
720575941411441323,720575941440620123,2,VNC_WTct_R,,50,4.0,1,power_control
720575941411441323,720575941447591246,2,VNC_NTct_R,,123,1.6260162601626018,1,power_control
720575941411441323,720575941447591246,1,VNC_WTct_R,,123,0.8130081300813009,1,power_control
720575941411441323,720575941449065565,2,VNC_NTct_L,,171,1.1695906432748537,5,steering_control
720575941411441323,720575941449065565,1,VNC_WTct_L,,171,0.5847953216374269,5,steering_control
720575941411441323,720575941449065565,1,VNC_unassigned_L,,171,0.5847953216374269,5,steering_control
720575941411441323,720575941470474763,3,VNC_HTct_L,,225,1.3333333333333335,5,steering_control
720575941411441323,720575941470474763,3,VNC_WTct_R,,225,1.3333333333333335,5,steering_control
720575941411441323,720575941474437681,2,VNC_HTct_L,,297,0.6734006734006733,5,steering_control
720575941411441323,720575941474437681,2,VNC_HTct_R,,297,0.6734006734006733,5,steering_control
720575941411441323,720575941474437681,5,VNC_IntTct_R,,297,1.6835016835016834,5,steering_control
720575941411441323,720575941474437681,2,VNC_LTct_R,,297,0.6734006734006733,5,steering_control
720575941411441323,720575941474437681,3,VNC_unassigned_R,,297,1.0101010101010102,5,steering_control
720575941411441323,720575941474704948,1,VNC_HTct_R,,186,0.5376344086021506,5,steering_control
720575941411441323,720575941474704948,2,VNC_NTct_L,,186,1.0752688172043012,5,steering_control
720575941411441323,720575941474704948,2,VNC_NTct_R,,186,1.0752688172043012,5,steering_control
720575941411441323,720575941476037406,2,VNC_IntTct_L,,102,1.9607843137254901,4,steering_control
720575941411441323,720575941476037406,1,VNC_IntTct_R,,102,0.9803921568627451,4,steering_control
720575941411441323,720575941476037406,1,VNC_LTct_L,,102,0.9803921568627451,4,steering_control
720575941411441323,720575941476037406,1,VNC_WTct_L,,102,0.9803921568627451,4,steering_control
720575941411441323,720575941488475598,2,VNC_unassigned_R,,276,0.7246376811594203,4,steering_control
720575941411441323,720575941490833072,3,VNC_IntTct_L,,293,1.023890784982935,4,steering_control
720575941411441323,720575941490833072,2,VNC_LTct_L,,293,0.6825938566552902,4,steering_control
720575941411441323,720575941492354174,1,VNC_HTct_L,,140,0.7142857142857143,5,steering_control
720575941411441323,720575941492354174,2,VNC_HTct_R,,140,1.4285714285714286,5,steering_control
720575941411441323,720575941492354174,1,VNC_IntTct_R,,140,0.7142857142857143,5,steering_control
720575941411441323,720575941492446078,9,VNC_IntTct_R,,89,10.112359550561797,5,steering_control
720575941411441323,720575941492446078,2,VNC_LTct_R,,89,2.247191011235955,5,steering_control
720575941411441323,720575941492446078,1,VNC_NTct_R,,89,1.1235955056179776,5,steering_control
720575941411441323,720575941492446078,2,VNC_WTct_R,,89,2.247191011235955,5,steering_control
720575941411441323,720575941492446078,1,VNC_unassigned_L,,89,1.1235955056179776,5,steering_control
720575941411441323,720575941493701246,3,VNC_WTct_L,,40,7.5,1,power_control
720575941411441323,720575941494969726,4,VNC_IntTct_L,,505,0.7920792079207921,5,steering_control
720575941411441323,720575941494969726,3,VNC_IntTct_R,,505,0.594059405940594,5,steering_control
720575941411441323,720575941494969726,3,VNC_WTct_R,,505,0.594059405940594,5,steering_control
720575941411441323,720575941496949410,6,VNC_WTct_R,,199,3.015075376884422,5,steering_control
720575941411441323,720575941499426699,5,VNC_IntTct_R,,309,1.6181229773462782,4,steering_control
720575941411441323,720575941505889409,2,VNC_IntTct_L,,102,1.9607843137254901,1,power_control
720575941411441323,720575941505889409,3,VNC_IntTct_R,,102,2.941176470588235,1,power_control
720575941411441323,720575941505889409,5,VNC_NTct_L,,102,4.901960784313726,1,power_control
720575941411441323,720575941505889409,6,VNC_WTct_L,,102,5.88235294117647,1,power_control
720575941411441323,720575941512899427,7,VNC_IntTct_R,,193,3.6269430051813467,1,power_control
720575941411441323,720575941512899427,1,VNC_NTct_L,,193,0.5181347150259068,1,power_control
720575941411441323,720575941512899427,2,VNC_NTct_R,,193,1.0362694300518136,1,power_control
720575941411441323,720575941516768472,2,VNC_HTct_R,,290,0.6896551724137931,5,steering_control
720575941411441323,720575941516768472,2,VNC_IntTct_R,,290,0.6896551724137931,5,steering_control
720575941411441323,720575941516768472,2,VNC_unassigned_R,,290,0.6896551724137931,5,steering_control
720575941411441323,720575941517717420,1,VNC_HTct_R,,138,0.7246376811594203,5,steering_control
720575941411441323,720575941517717420,2,VNC_IntTct_R,,138,1.4492753623188406,5,steering_control
720575941411441323,720575941517717420,3,VNC_NTct_R,,138,2.1739130434782608,5,steering_control
720575941411441323,720575941517717420,1,VNC_WTct_R,,138,0.7246376811594203,5,steering_control
720575941411441323,720575941521986227,3,VNC_IntTct_L,,306,0.9803921568627451,5,steering_control
720575941411441323,720575941521986227,2,VNC_IntTct_R,,306,0.6535947712418301,5,steering_control
720575941411441323,720575941524021860,1,VNC_IntTct_L,,31,3.225806451612903,3,power_control
720575941411441323,720575941524021860,3,VNC_LTct_L,,31,9.67741935483871,3,power_control
720575941411441323,720575941524021860,1,VNC_NTct_L,,31,3.225806451612903,3,power_control
720575941411441323,720575941524196683,4,VNC_WTct_R,,264,1.5151515151515151,5,steering_control
720575941411441323,720575941526701412,3,VNC_ANm_L,,606,0.49504950495049505,5,steering_control
720575941411441323,720575941526701412,32,VNC_HTct_L,,606,5.2805280528052805,5,steering_control
720575941411441323,720575941526701412,6,VNC_HTct_R,,606,0.9900990099009901,5,steering_control
720575941411441323,720575941526701412,6,VNC_IntTct_L,,606,0.9900990099009901,5,steering_control
720575941411441323,720575941526701412,8,VNC_T3_MetaNm_L,,606,1.3201320132013201,5,steering_control
720575941411441323,720575941526701412,6,VNC_T3_MetaNm_R,,606,0.9900990099009901,5,steering_control
720575941411441323,720575941530192843,1,VNC_HTct_L,,192,0.5208333333333333,5,steering_control
720575941411441323,720575941530192843,2,VNC_IntTct_R,,192,1.0416666666666665,5,steering_control
720575941411441323,720575941533258689,1,VNC_IntTct_L,,164,0.6097560975609756,1,power_control
720575941411441323,720575941533258689,6,VNC_NTct_L,,164,3.6585365853658534,1,power_control
720575941411441323,720575941536368370,5,VNC_HTct_R,,106,4.716981132075472,5,steering_control
720575941411441323,720575941536368370,4,VNC_IntTct_R,,106,3.7735849056603774,5,steering_control
720575941411441323,720575941540246909,1,VNC_HTct_L,,232,0.43103448275862066,2,steering_control
720575941411441323,720575941540246909,4,VNC_HTct_R,,232,1.7241379310344827,2,steering_control
720575941411441323,720575941549701182,2,VNC_HTct_R,,194,1.0309278350515463,5,steering_control
720575941411441323,720575941549701182,1,VNC_WTct_R,,194,0.5154639175257731,5,steering_control
720575941411441323,720575941552622398,6,VNC_HTct_L,,210,2.857142857142857,5,steering_control
720575941411441323,720575941552622398,3,VNC_HTct_R,,210,1.4285714285714286,5,steering_control
720575941411441323,720575941552622398,1,VNC_IntTct_L,,210,0.4761904761904762,5,steering_control
720575941411441323,720575941552622398,2,VNC_IntTct_R,,210,0.9523809523809524,5,steering_control
720575941411441323,720575941562021376,4,VNC_IntTct_L,,519,0.7707129094412332,5,steering_control
720575941411441323,720575941562021376,6,VNC_IntTct_R,,519,1.1560693641618496,5,steering_control
720575941411441323,720575941562021376,6,VNC_WTct_L,,519,1.1560693641618496,5,steering_control
720575941411441323,720575941562021376,6,VNC_WTct_R,,519,1.1560693641618496,5,steering_control
720575941411441323,720575941565459095,3,VNC_HTct_R,,196,1.530612244897959,5,steering_control
720575941411441323,720575941565459095,1,VNC_IntTct_L,,196,0.5102040816326531,5,steering_control
720575941411441323,720575941565459095,3,VNC_WTct_L,,196,1.530612244897959,5,steering_control
720575941411441323,720575941565459095,2,VNC_WTct_R,,196,1.0204081632653061,5,steering_control
720575941411441323,720575941594213927,2,VNC_HTct_L,,104,1.9230769230769231,5,steering_control
720575941411441323,720575941594213927,8,VNC_IntTct_L,,104,7.6923076923076925,5,steering_control
720575941411441323,720575941610587612,3,VNC_T3_MetaNm_R,,315,0.9523809523809524,5,steering_control
720575941411441323,720575941610953446,1,VNC_WTct_R,,106,0.9433962264150944,3,power_control
720575941411441323,720575941610953446,3,VNC_unassigned_R,,106,2.8301886792452833,3,power_control
720575941411441323,720575941623108298,29,VNC_HTct_R,,2454,1.1817440912795436,5,steering_control
720575941411441323,720575941623108298,27,VNC_IntTct_R,,2454,1.1002444987775062,5,steering_control
720575941411441323,720575941623108298,36,VNC_WTct_R,,2454,1.466992665036675,5,steering_control
720575941411441323,720575941623328108,7,VNC_IntTct_L,,491,1.4256619144602851,5,steering_control
720575941411441323,720575941623328108,4,VNC_IntTct_R,,491,0.8146639511201629,5,steering_control
720575941411441323,720575941623328108,3,VNC_LTct_L,,491,0.6109979633401221,5,steering_control
720575941411441323,720575941623328108,3,VNC_LTct_R,,491,0.6109979633401221,5,steering_control
720575941411441323,720575941623328108,2,VNC_WTct_R,,491,0.40733197556008144,5,steering_control
720575941411441323,720575941625932682,5,VNC_IntTct_L,,274,1.824817518248175,5,steering_control
720575941411441323,720575941630933947,3,VNC_IntTct_L,,704,0.4261363636363636,4,steering_control
720575941411441323,720575941652191961,7,VNC_NTct_L,,78,8.974358974358974,5,steering_control
720575941411441323,720575941655827480,4,VNC_IntTct_R,,81,4.938271604938271,1,power_control
720575941411441323,720575941655827480,9,VNC_NTct_R,,81,11.11111111111111,1,power_control
720575941411441323,720575941655827480,2,VNC_WTct_R,,81,2.4691358024691357,1,power_control
720575941411441323,720575941663099516,3,VNC_HTct_R,,343,0.8746355685131195,5,steering_control
720575941411441323,720575941663099516,3,VNC_IntTct_L,,343,0.8746355685131195,5,steering_control
720575941411441323,720575941663099516,3,VNC_IntTct_R,,343,0.8746355685131195,5,steering_control
720575941411441323,720575941671138727,12,VNC_HTct_L,,2296,0.5226480836236934,5,steering_control
720575941411441323,720575941671138727,32,VNC_IntTct_L,,2296,1.3937282229965158,5,steering_control
720575941411441323,720575941671138727,11,VNC_NTct_L,,2296,0.4790940766550522,5,steering_control
720575941411441323,720575941671138727,31,VNC_WTct_L,,2296,1.3501742160278747,5,steering_control
720575941411441323,720575941679017405,2,VNC_HTct_R,,50,4.0,5,steering_control
720575941411441323,720575941679017405,1,VNC_WTct_R,,50,2.0,5,steering_control
720575941411441323,720575941684876527,2,VNC_HTct_L,,218,0.9174311926605505,5,steering_control
720575941411441323,720575941684876527,2,VNC_HTct_R,,218,0.9174311926605505,5,steering_control
